name,surname,birth_date,height,role
Gerard,Wiekens,25/02/1973,186 cm,DF
Gerard,Deulofeu,13/03/1994,177 cm,FW
Geremi,,20/12/1978,180 cm,MF
Gerhard,Tremmel,16/11/1978,190 cm,GK
Gerry,Peyton,20/05/1956,188 cm,GK
Gerry,Taggart,18/10/1970,186 cm,DF
Gerry,McMahon,29/12/1973,180 cm,MF
Gervinho,,27/05/1987,179 cm,FW
Gheorghe,Popescu,09/10/1967,188 cm,DF
Gianfranco,Zola,05/07/1966,168 cm,FW
Gianluca,Vialli,09/07/1964,180 cm,FW
Gianluca,Festa,16/03/1969,183 cm,DF
Giannelli,Imbula,12/09/1992,186 cm,MF
Gianni,Zuiverloon,30/12/1986,180 cm,MF
Giannis,Skopelitis,02/03/1978,180 cm,MF
Giedrius,Arlauskis,01/12/1987,192 cm,GK
Gifton,Noel-Williams,21/01/1980,191 cm,FW
Gilberto,Silva,07/10/1976,184 cm,MF
Gilberto,,25/04/1976,180 cm,MF
Giles,Barnes,05/08/1988,183 cm,FW
Gilles,Grimandi,11/11/1970,183 cm,DF
Gilles,De Bilde,09/06/1971,180 cm,FW
Giorgi,Kinkladze,06/07/1973,173 cm,MF
Giorgios,Karagounis,06/03/1977,176 cm,MF
Giorgos,Efrem,05/07/1989,171 cm,MF
Giorgos,Charalampos Georgiadis,08/03/1972,174 cm,MF
Giovani,Lo Celso,09/04/1996,177 cm,MF
Giovani,dos Santos,11/05/1989,175 cm,FW
Giovanni,van Bronckhorst,05/02/1975,178 cm,DF
Giuliano,Maiorana,18/04/1969,178 cm,MF
Giuseppe,Rossi,01/02/1987,174 cm,FW
Giuseppe,Mazzarelli,14/08/1972,180 cm,DF
GK,,,,
Gláuber,,05/08/1983,190 cm,DF
Glen,Kamara,28/10/1995,181 cm,MF
Glen,Little,15/10/1975,191 cm,MF
Glen,Johnson,23/08/1984,178 cm,DF
Glenn,Helder,28/10/1968,170 cm,MF
Glenn,Hoddle,27/10/1957,183 cm,MF
Glenn,Murray,25/09/1983,186 cm,FW
Glenn,Whelan,13/01/1984,180 cm,MF
Glenn,Cockerill,25/08/1959,182 cm,MF
Glyn,Thompson,24/02/1981,185 cm,GK
Glyn,Hodges,30/04/1963,186 cm,MF
Goce,Sedloski,10/04/1974,188 cm,DF
Gomes,,15/02/1981,191 cm,GK
Gonçalo,Cardoso,21/10/2000,189 cm,DF
Gonzalo,Jara,29/08/1985,178 cm,DF
Gonzalo,Sorondo,09/10/1979,190 cm,DF
Gonzalo,Higuaín,10/12/1987,186 cm,FW
Goran,Popov,02/10/1984,189 cm,DF
Goran,Bunjevčević,17/02/1973,190 cm,DF
Gordon,Strachan,09/02/1957,167 cm,MF
Gordon,Watson,20/03/1971,178 cm,FW
Gordon,Greer,14/12/1980,188 cm,DF
Gozie,Ugwu,22/04/1993,188 cm,FW
Grégory,Vignal,19/07/1981,180 cm,DF
Grétar,Steinsson,09/01/1982,189 cm,DF
Grady,Diangana,19/04/1998,180 cm,MF
Grady,Diangana,19/04/1998,180 cm,FW
Graeme,Murty,13/11/1974,178 cm,DF
Graeme,Power,07/03/1977,180 cm,DF
Graeme,Sharp,16/10/1960,185 cm,FW
Graeme,Tomlinson,10/12/1975,175 cm,FW
Graeme,Le Saux,17/10/1968,178 cm,DF
Graham,Allen,08/04/1977,186 cm,DF
Graham,Anthony,09/08/1975,178 cm,MF
Graham,Barrett,06/10/1981,178 cm,FW
Graham,Burke,21/09/1993,180 cm,FW
Graham,Coughlan,18/11/1974,188 cm,DF
Graham,Dorrans,05/05/1987,177 cm,MF
Graham,Evans,16/06/1980,???,FW
Graham,Fenton,22/05/1974,178 cm,FW
Graham,Hyde,10/11/1970,172 cm,MF
Graham,Kavanagh,02/12/1973,178 cm,MF
Graham,Rix,23/10/1957,175 cm,MF
Graham,Stack,26/09/1981,188 cm,GK
Graham,Stokoe,17/12/1975,183 cm,MF
Graham,Stuart,24/10/1970,173 cm,MF
Graham,Alexander,10/10/1971,178 cm,DF
Granero,,02/07/1987,180 cm,MF
Granit,Xhaka,27/09/1992,186 cm,MF
Grant,Brebner,06/12/1977,181 cm,MF
Grant,Hanley,20/11/1991,188 cm,DF
Grant,Holt,12/04/1981,183 cm,FW
Grant,Leadbitter,07/01/1986,177 cm,MF
Grant,McCann,14/04/1980,178 cm,MF
Grant,Payne,25/12/1975,???,FW
Grant,Basey,30/11/1988,188 cm,DF
Graziano,Pellè,15/07/1985,194 cm,FW
Greg,Halford,08/12/1984,193 cm,MF
Greg,Lincoln,23/03/1980,???,MF
Greg,Luer,06/12/1994,180 cm,FW
Greg,Olley,02/02/1996,178 cm,MF
Greg,Sharland,23/01/1983,???,DF
Greg,Shields,21/08/1976,175 cm,DF
Greg,Strong,05/09/1975,188 cm,DF
Greg,Cunningham,31/01/1991,183 cm,DF
Gregg,Wylde,23/03/1991,178 cm,MF
Gregor,Zabret,18/08/1995,187 cm,GK
Gregory,Goodridge,10/07/1971,168 cm,FW
Grzegorz,Rasiak,12/01/1979,191 cm,FW
Grzegorz,Krychowiak,29/01/1990,187 cm,MF
Guðni,Bergsson,21/07/1965,185 cm,DF
Guaita,,10/01/1987,190 cm,GK
Guido,Carrillo,25/05/1991,191 cm,FW
Guillaume,Warmuz,22/05/1970,186 cm,GK
Guillermo,Varela,24/03/1993,174 cm,DF
Guillermo,Franco,03/11/1976,182 cm,FW
Guly,,31/12/1981,189 cm,MF
Gunnar,Nielsen,07/10/1986,195 cm,GK
Gunnar,Halle,11/08/1965,183 cm,DF
Gustavo,Poyet,15/11/1967,188 cm,MF
Gustavo,Bartelt,02/09/1974,183 cm,FW
Guy,Demel,13/06/1981,187 cm,MF
Guy,Whittingham,10/11/1964,178 cm,FW
Guy,Demel,13/06/1981,187 cm,DF
Gwion,Edwards,01/03/1993,175 cm,MF
Gylfi,Sigurðsson,08/09/1989,186 cm,MF
Hámilton,Ricard,12/01/1974,186 cm,FW
Håvard,Nordtveit,21/06/1990,188 cm,MF
Héctor,Bellerín,19/03/1995,177 cm,DF
Hélder,Costa,12/01/1994,179 cm,FW
Hélder,Postiga,02/08/1982,182 cm,FW
Hélder,,21/03/1971,181 cm,DF
Hérita,Ilunga,25/02/1982,180 cm,DF
Hérold,Goulon,12/06/1988,192 cm,MF
Hólmar,Eyjólfsson,06/08/1990,190 cm,DF
Habib,Beye,19/10/1977,182 cm,DF
Hakan,Şükür,01/09/1971,190 cm,FW
Hakan,Ünsal,14/05/1973,182 cm,DF
Hakim,Ziyech,19/03/1993,181 cm,FW
Hal,Robson-Kanu,21/05/1989,183 cm,FW
Hameur,Bouazza,22/02/1985,178 cm,FW
Hamza,Choudhury,01/10/1997,178 cm,MF
Hannibal,Mejbri,21/01/2003,184 cm,MF
Hans,Segers,30/10/1961,180 cm,GK
Harald,Wapenaar,10/04/1970,185 cm,GK
Haris,Vučkić,21/08/1992,186 cm,FW
Harpal,Singh,15/09/1981,170 cm,MF
Harrison,Reed,27/01/1995,181 cm,MF
Harrison,Ashby,14/11/2001,180 cm,DF
Harry,Boyes,02/11/2001,???,DF
Harry,Kane,28/07/1993,188 cm,FW
Harry,Kewell,22/09/1978,180 cm,MF
Harry,Lewis,20/12/1997,191 cm,GK
Harry,Maguire,05/03/1993,194 cm,DF
Harry,Toffolo,19/08/1995,183 cm,DF
Harry,Tyrer,06/12/2001,194 cm,GK
Harry,Wilson,22/03/1997,173 cm,FW
Harry,Winks,02/02/1996,178 cm,MF
Harry,Worley,25/11/1988,193 cm,DF
Harry,Arter,28/12/1989,177 cm,MF
Harvey,Blair,14/09/2003,???,MF
Harvey,Davies,03/09/2003,190 cm,GK
Harvey,Elliott,04/04/2003,170 cm,FW
Harvey,Vale,11/09/2003,180 cm,MF
Harvey,White,19/09/2001,168 cm,MF
Harvey,Barnes,09/12/1997,182 cm,MF
Hasney,Aljofree,11/07/1978,183 cm,DF
Hassan,Yebda,14/05/1984,187 cm,MF
Hassan,Kachloul,19/02/1973,185 cm,MF
Hassane,Kamara,05/03/1994,168 cm,DF
Hatem,Trabelsi,25/01/1977,179 cm,DF
Hatem,Ben Arfa,07/03/1987,180 cm,MF
Haukur,Guðnason,08/09/1978,178 cm,FW
Hayden,Lindley,02/09/2002,182 cm,MF
Hayden,Mullins,27/03/1979,183 cm,MF
Hayden,Foxe,23/06/1977,185 cm,DF
Haydon,Roberts,10/05/2002,182 cm,DF
Hee-chan,Hwang,26/01/1996,177 cm,FW
Heiðar,Helguson,22/08/1977,178 cm,FW
Hendry,Thomas,23/02/1985,180 cm,MF
Henning,Berg,01/09/1969,183 cm,DF
Henri,Lansbury,12/10/1990,183 cm,MF
Henri,Saivet,26/10/1990,175 cm,MF
Henri,Camara,10/05/1977,176 cm,FW
Henrik,Pedersen,10/06/1975,185 cm,FW
Henrikh,Mkhitaryan,21/01/1989,178 cm,MF
Hermann,Hreiðarsson,11/07/1974,183 cm,DF
Hernán,Crespo,05/07/1975,185 cm,FW
Herwig,Walker,04/05/1972,186 cm,GK
Heung-min,Son,08/07/1992,184 cm,FW
Hidetoshi,Nakata,22/01/1977,175 cm,MF
Hierro,,23/03/1968,187 cm,DF
Hilário,,21/10/1975,189 cm,GK
Hiram,Boateng,08/01/1996,183 cm,MF
Hogan,Ephraim,31/03/1988,175 cm,MF
Hope,Akpan,14/08/1991,187 cm,MF
Horacio,Carbonari,02/05/1973,191 cm,DF
Hossam,Ghaly,15/12/1981,181 cm,MF
Hugo,Lloris,26/12/1986,188 cm,GK
Hugo,Rodallega,25/07/1985,181 cm,FW
Hugo,Viana,15/01/1983,178 cm,MF
Hugo,Bueno,18/09/2002,180 cm,DF
Iago,Aspas,01/08/1987,176 cm,FW
Iain,Laidlaw,10/12/1976,???,DF
Iain,Turner,26/01/1984,191 cm,GK
Iain,Dowie,09/01/1965,186 cm,FW
Ian,Ashbee,06/09/1976,186 cm,MF
Ian,Bennett,10/10/1971,183 cm,GK
Ian,Bishop,29/05/1965,175 cm,MF
Ian,Brightwell,09/04/1968,178 cm,DF
Ian,Butterworth,25/01/1964,185 cm,DF
Ian,Cox,25/03/1971,183 cm,DF
Ian,Crook,18/01/1963,173 cm,MF
Ian,Culverhouse,22/09/1964,178 cm,DF
Ian,Evatt,19/11/1981,191 cm,DF
Ian,Feuer,20/05/1971,201 cm,GK
Ian,Gray,25/02/1975,188 cm,GK
Ian,Harte,31/08/1977,177 cm,DF
Ian,Henderson,24/01/1985,179 cm,FW
Ian,Holloway,12/03/1963,173 cm,MF
Ian,Maatsen,10/03/2002,173 cm,DF
Ian,Marshall,20/03/1966,186 cm,DF
Ian,Marshall,20/03/1966,186 cm,FW
Ian,Nolan,09/07/1970,183 cm,DF
Ian,Olney,17/12/1969,???,FW
Ian,Ormondroyd,22/09/1964,196 cm,MF
Ian,Pearce,07/05/1974,191 cm,DF
Ian,Poveda,09/02/2000,167 cm,FW
Ian,Rush,20/10/1961,183 cm,FW
Ian,Selley,14/06/1974,175 cm,MF
Ian,Snodin,15/08/1963,171 cm,DF
Ian,Taylor,04/06/1968,188 cm,MF
Ian,Thomas-Moore,26/08/1976,180 cm,FW
Ian,Walker,31/10/1971,188 cm,GK
Ian,Woan,14/12/1967,183 cm,MF
Ian,Wright,03/11/1963,175 cm,FW
Ian,Andrews,01/12/1964,188 cm,GK
Iborra,,16/01/1988,190 cm,MF
Ibou,Touray,24/12/1994,177 cm,DF
Ibrahim,Ba,12/11/1973,181 cm,MF
Ibrahim,Saïd,16/10/1979,183 cm,DF
Ibrahim,Afellay,02/04/1986,180 cm,MF
Ibrahima,Cissé,28/02/1994,184 cm,MF
Ibrahima,Diallo,08/03/1999,180 cm,MF
Ibrahima,Konaté,25/05/1999,194 cm,DF
Ibrahima,Sonko,22/01/1981,193 cm,DF
Ibrahima,Bakayoko,31/12/1976,180 cm,FW
Idan,Tal,13/09/1975,180 cm,MF
Idrissa,Gueye,26/09/1989,174 cm,MF
Ifeanyi,Udeze,21/07/1980,177 cm,DF
Ignacio,Pussetto,21/12/1995,180 cm,FW
Ignacio,Scocco,29/05/1985,177 cm,FW
Ignacio,González,14/05/1982,180 cm,MF
Ignasi,Miquel,28/09/1992,189 cm,DF
Igor,Bališ,05/01/1970,183 cm,DF
Igor,Bišćan,04/05/1978,190 cm,MF
Igor,Štimac,06/09/1967,186 cm,DF
Igors,Stepanovs,21/01/1976,192 cm,DF
Ikechi,Anya,03/01/1988,168 cm,MF
Ilan,,18/09/1980,180 cm,FW
Ilie,Dumitrescu,06/01/1969,172 cm,MF
Iliman,Ndiaye,06/03/2000,180 cm,MF
Illan,Meslier,02/03/2000,196 cm,GK
Imants,Bleidelis,16/08/1975,178 cm,MF
Imran,Louza,01/05/1999,178 cm,MF
Indiana,Vassilev,16/02/2001,175 cm,FW
Ingi,Højsted,12/11/1985,174 cm,MF
Ionel,Ganea,10/08/1973,183 cm,FW
Isaías,,17/11/1963,178 cm,MF
Isaac,Hayden,22/03/1995,186 cm,DF
Isaac,Hayden,22/03/1995,186 cm,MF
Isaac,Mbenza,08/03/1996,188 cm,FW
Isaac,Okoronkwo,01/05/1978,187 cm,DF
Isaac,Price,26/09/2003,197 cm,MF
Isaac,Success,07/01/1996,182 cm,FW
Isaac,Christie-Davies,18/10/1997,188 cm,MF
Isaiah,Rankin,22/05/1978,178 cm,FW
Isaiah,Osbourne,15/11/1987,188 cm,MF
Ishmael,Miller,05/03/1987,191 cm,MF
Ishmel,Demontagnac,15/06/1988,178 cm,MF
Islam,Slimani,18/06/1988,188 cm,FW
Ismaïla,Sarr,25/02/1998,185 cm,FW
Ismaël,Bennacer,01/12/1997,175 cm,MF
Ismael,Ehui,10/12/1986,169 cm,FW
Issa,Diop,09/01/1997,194 cm,DF
Itay,Shechter,22/02/1987,178 cm,FW
Itzhaq,Zohar,31/10/1970,186 cm,MF
Iván,Guerrero,30/11/1977,174 cm,MF
Iván,Kaviedes,24/10/1977,182 cm,FW
Iván,Ramis,25/10/1984,188 cm,DF
Iván,Campo,21/02/1974,185 cm,DF
Ivan,Klasnić,29/01/1980,186 cm,FW
Ivan,Toney,16/03/1996,179 cm,FW
Ivan,Cavaleiro,18/10/1993,174 cm,FW
Ivica,Mornar,12/01/1974,187 cm,FW
Ivo,Pinto,07/01/1990,182 cm,DF
Iwan,Roberts,26/06/1968,190 cm,FW
Iyseden,Christie,14/11/1976,183 cm,FW
Izzy,Iriekpen,14/05/1982,185 cm,DF
Izzy,Brown,07/01/1997,182 cm,FW
Ján,Mucha,05/12/1982,189 cm,GK
Ján,Kozák,22/04/1980,192 cm,MF
Jô,,20/03/1987,192 cm,FW
Jørgen,Nielsen,06/05/1971,186 cm,GK
Jérôme,Bonnissel,16/04/1973,176 cm,DF
Jérôme,Boateng,03/09/1988,192 cm,DF
Jérémie,Boga,03/01/1997,172 cm,MF
Jérémie,Aliadiére,30/03/1983,183 cm,FW
Jérémy,Pied,23/02/1989,173 cm,DF
Jérome,Watt,20/10/1984,???,MF
Jürgen,Locadia,07/11/1993,185 cm,FW
Jürgen,Macho,24/08/1977,191 cm,GK
Jürgen,Klinsmann,30/07/1964,181 cm,FW
Jóhann,Guðmundsson,27/10/1990,186 cm,MF
Jóhann,Guðmundsson,05/12/1977,182 cm,MF
Jóhannes,Guðjónsson,25/05/1980,173 cm,MF
Jaïro,Riedewald,09/09/1996,182 cm,MF
Jaakko,Oksanen,07/11/2000,180 cm,MF
Jaanai,Gordon,08/12/1995,178 cm,FW
Jaap,Stam,17/07/1972,190 cm,DF
Jacinto,Elá,02/05/1982,172 cm,FW
Jack,Barthram,13/10/1993,173 cm,DF
Jack,Bearne,15/09/2001,171 cm,MF
Jack,Butland,10/03/1993,196 cm,GK
Jack,Clarke,23/11/2000,181 cm,FW
Jack,Colback,24/10/1989,177 cm,MF
Jack,Collison,02/10/1988,179 cm,MF
Jack,Cork,25/06/1989,185 cm,MF
Jack,Dunn,19/11/1994,172 cm,MF
Jack,Grealish,10/09/1995,175 cm,FW
Jack,Grealish,10/09/1995,175 cm,MF
Jack,Grimmer,25/01/1994,183 cm,DF
Jack,Harrison,20/11/1996,175 cm,MF
Jack,Jenkins,23/03/2002,190 cm,MF
Jack,O'Connell,29/03/1994,191 cm,DF
Jack,Pelter,30/07/1987,187 cm,DF
Jack,Price,19/12/1992,192 cm,MF
Jack,Robinson,01/09/1993,180 cm,DF
Jack,Rodwell,11/03/1991,188 cm,MF
Jack,Rose,31/01/1995,191 cm,GK
Jack,Simpson,18/12/1996,190 cm,DF
Jack,Stacey,06/04/1996,180 cm,DF
Jack,Stephens,27/01/1994,185 cm,DF
Jack,Wilshere,01/01/1992,172 cm,MF
Jack,Young,21/10/2000,175 cm,MF
Jack,Barmby,14/11/1994,179 cm,MF
Jacob,Butterfield,10/06/1990,180 cm,MF
Jacob,Laursen,06/10/1971,183 cm,DF
Jacob,Maddox,03/11/1998,179 cm,MF
Jacob,Murphy,24/02/1995,173 cm,FW
Jacob,Ramsey,28/05/2001,180 cm,MF
Jacob,Sørensen,03/03/1998,184 cm,DF
Jacob,Burns,21/04/1978,178 cm,MF
Jacopo,Sala,05/12/1991,181 cm,MF
Jacques,Williams,25/04/1981,175 cm,MF
Jaden,Philogene-Bidace,08/02/2002,174 cm,FW
Jadon,Sancho,25/03/2000,180 cm,FW
Jaime,Moreno,19/01/1974,178 cm,FW
Jairo,Martínez,14/05/1978,175 cm,FW
Jak,Alnwick,17/06/1993,187 cm,GK
Jake,Cain,02/09/2001,175 cm,MF
Jake,Clarke-Salter,22/09/1997,188 cm,DF
Jake,Eastwood,03/10/1996,193 cm,GK
Jake,Flannigan,02/02/1996,???,MF
Jake,Gray,25/12/1995,180 cm,MF
Jake,Hesketh,27/03/1996,168 cm,MF
Jake,Jervis,17/09/1991,191 cm,FW
Jake,Kean,04/02/1991,193 cm,GK
Jake,Larkins,11/01/1994,???,GK
Jake,Livermore,14/11/1989,180 cm,MF
Jake,Nicholson,19/07/1992,183 cm,MF
Jake,Richardson,22/10/1987,171 cm,MF
Jake,Sinclair,29/11/1994,???,FW
Jake,Vokins,17/03/2000,180 cm,DF
Jake,Walker,03/11/2000,179 cm,DF
Jake,Bidwell,21/03/1993,183 cm,DF
Jakob,Kjeldberg,21/10/1969,188 cm,DF
Jakob,Haugaard,01/05/1992,199 cm,GK
Jakub,Ojrzyński,19/02/2003,196 cm,GK
Jakub,Stolarczyk,19/12/2000,194 cm,GK
Jakub,Moder,07/04/1999,190 cm,MF
Jamaal,Lascelles,11/11/1993,188 cm,DF
Jamal,Blackman,27/10/1993,199 cm,GK
Jamal,Campbell-Ryce,06/04/1983,180 cm,MF
Jamal,Lewis,25/01/1998,178 cm,DF
Jamal,Lewis,25/01/1998,178 cm,MF
Jamal,Baptiste,11/11/2003,186 cm,DF
Jamar,Loza,10/05/1994,177 cm,FW
James,Beattie,27/02/1978,186 cm,FW
James,Chambers,20/11/1980,178 cm,DF
James,Chester,23/01/1989,177 cm,DF
James,Collins,23/08/1983,188 cm,DF
James,Coppinger,10/01/1981,170 cm,MF
James,Daly,12/01/2000,178 cm,FW
James,Dunne,18/09/1989,180 cm,MF
James,Fullarton,20/07/1974,180 cm,MF
James,Furlong,07/06/2002,178 cm,DF
James,Garner,13/03/2001,182 cm,MF
James,Harper,09/11/1980,178 cm,MF
James,Henry,10/06/1989,185 cm,MF
James,Hibburt,30/10/1979,180 cm,DF
James,Hillson,14/01/2001,180 cm,GK
James,Horsfield,30/11/1995,178 cm,DF
James,Hurst,31/01/1992,185 cm,DF
James,Husband,03/01/1994,179 cm,DF
James,Justin,23/02/1998,183 cm,DF
James,Keene,26/12/1985,180 cm,FW
James,Loveridge,16/05/1994,188 cm,FW
James,Maddison,23/11/1996,175 cm,MF
James,McArthur,07/10/1987,178 cm,MF
James,McAtee,18/10/2002,180 cm,MF
James,McCarthy,12/11/1990,180 cm,MF
James,McClean,22/04/1989,180 cm,FW
James,McFadden,14/04/1983,178 cm,FW
James,Milner,04/01/1986,175 cm,DF
James,Milner,04/01/1986,175 cm,MF
James,Morris,23/11/2001,177 cm,DF
James,Morrison,25/05/1986,180 cm,MF
James,Norris,04/04/2003,173 cm,MF
James,Olayinka,05/10/2000,175 cm,MF
James,Panayi,24/01/1980,186 cm,DF
James,Pearson,19/01/1993,186 cm,DF
James,Perch,28/09/1985,180 cm,DF
James,Pullen,18/03/1982,188 cm,GK
James,Rodríguez,12/07/1991,181 cm,MF
James,Scowcroft,15/11/1975,186 cm,FW
James,Shea,16/06/1991,188 cm,GK
James,Sinclair,22/10/1987,180 cm,FW
James,Smith,17/10/1985,178 cm,DF
James,Spray,02/12/1992,183 cm,FW
James,Storer,05/11/2001,???,GK
James,Tarkowski,19/11/1992,185 cm,DF
James,Tavernier,31/10/1991,175 cm,MF
James,Thomas,16/01/1979,177 cm,FW
James,Tilley,13/06/1998,175 cm,MF
James,Tomkins,29/03/1989,192 cm,DF
James,Trafford,10/10/2002,197 cm,GK
James,Troisi,03/07/1988,176 cm,MF
James,Vaughan,14/07/1988,180 cm,FW
James,Walker,25/11/1987,180 cm,FW
James,Wallace,19/12/1991,180 cm,MF
James,Ward-Prowse,01/11/1994,177 cm,MF
James,Weir,04/08/1995,177 cm,MF
James,Wesolowski,25/08/1987,173 cm,MF
James,Wilson,01/12/1995,184 cm,FW
James,Younghusband,04/09/1986,185 cm,MF
James,Balagizi,20/09/2003,189 cm,FW
Jamie,Ashdown,30/11/1980,191 cm,GK
Jamie,Barnwell-Edinboro,26/12/1975,???,FW
Jamie,Cade,15/01/1984,173 cm,FW
Jamie,Carragher,28/01/1978,185 cm,DF
Jamie,Cassidy,21/11/1977,???,MF
Jamie,Clapham,07/12/1975,175 cm,MF
Jamie,Coyne,02/01/1981,184 cm,DF
Jamie,Cumming,04/09/1999,185 cm,GK
Jamie,Cureton,28/08/1975,173 cm,FW
Jamie,Forrester,01/11/1974,170 cm,FW
Jamie,Hoyland,23/01/1966,183 cm,MF
Jamie,Lawrence,08/03/1970,176 cm,MF
Jamie,Mackie,22/09/1985,173 cm,MF
Jamie,Maclaren,29/07/1993,179 cm,FW
Jamie,McCarten,08/11/1990,183 cm,DF
Jamie,McClen,13/05/1979,175 cm,MF
Jamie,McMaster,29/11/1982,178 cm,MF
Jamie,Milligan,03/01/1980,170 cm,MF
Jamie,Ness,02/03/1991,177 cm,MF
Jamie,O'Hara,25/09/1986,178 cm,MF
Jamie,Pollock,16/02/1974,178 cm,MF
Jamie,Reckord,09/03/1992,178 cm,DF
Jamie,Redknapp,25/06/1973,183 cm,MF
Jamie,Shackleton,08/10/1999,168 cm,MF
Jamie,Slabber,31/12/1984,188 cm,FW
Jamie,Smith,17/09/1974,178 cm,DF
Jamie,Sterry,21/11/1995,180 cm,DF
Jamie,Vardy,11/01/1987,179 cm,FW
Jamie,Annerson,21/06/1988,188 cm,GK
Jan,Žambůrek,13/02/2001,182 cm,MF
Jan,Bednarek,12/04/1996,189 cm,DF
Jan,Eriksson,24/08/1967,183 cm,DF
Jan,Kirchhoff,01/10/1990,195 cm,DF
Jan,Kromkamp,17/08/1980,184 cm,DF
Jan,Laštůvka,07/07/1982,189 cm,GK
Jan,Mølby,04/07/1963,180 cm,MF
Jan,Stejskal,15/01/1962,189 cm,GK
Jan,Vennegoor of Hesselink,07/11/1978,191 cm,FW
Jan,Vertonghen,24/04/1987,189 cm,DF
Jan,Åge Fjørtoft,10/01/1967,196 cm,FW
Jannik,Vestergaard,03/08/1992,199 cm,DF
Janoi,Donacien,03/11/1993,183 cm,DF
Júlio,César,03/09/1979,186 cm,GK
Júlio,César,18/11/1978,186 cm,DF
Júlio,Baptista,01/10/1981,185 cm,FW
Japhet,Tanganga,31/03/1999,184 cm,DF
Jared,Hodgkiss,15/11/1986,168 cm,DF
Jared,Borgetti,14/08/1973,182 cm,FW
Jarell,Quansah,29/01/2003,197 cm,DF
Jari,Litmanen,20/02/1971,182 cm,FW
Jarosław,Jach,17/02/1994,192 cm,DF
Jarosław,Fojut,17/10/1987,188 cm,DF
Jarrad,Branthwaite,27/06/2002,195 cm,DF
Jarrod,Bowen,20/12/1996,175 cm,FW
Jason,Blunt,16/08/1977,173 cm,MF
Jason,Brown,18/05/1982,180 cm,GK
Jason,Crowe,30/09/1978,175 cm,DF
Jason,Cundy,12/11/1969,183 cm,DF
Jason,Davidson,29/06/1991,180 cm,DF
Jason,Denayer,28/06/1995,184 cm,DF
Jason,Dodd,02/11/1970,180 cm,DF
Jason,Dozzell,09/12/1967,186 cm,MF
Jason,Euell,06/02/1977,183 cm,FW
Jason,Euell,06/02/1977,183 cm,MF
Jason,Gavin,14/03/1980,182 cm,DF
Jason,Kearton,09/07/1969,180 cm,GK
Jason,Kennedy,11/09/1986,185 cm,MF
Jason,Koumas,25/09/1979,177 cm,MF
Jason,Lee,09/05/1971,191 cm,FW
Jason,Lokilo,17/09/1998,175 cm,FW
Jason,Lowe,02/09/1991,183 cm,MF
Jason,McAteer,18/06/1971,180 cm,MF
Jason,McCarthy,07/11/1995,186 cm,DF
Jason,Puncheon,26/06/1986,173 cm,MF
Jason,Roberts,25/01/1978,186 cm,FW
Jason,Scotland,18/02/1979,175 cm,FW
Jason,Shackell,27/09/1983,193 cm,DF
Jason,Steele,18/08/1990,188 cm,GK
Jason,Talbot,30/09/1985,173 cm,DF
Jason,Wilcox,15/07/1971,180 cm,MF
Jason,Beardsley,12/07/1989,183 cm,DF
Javi,Garrido,15/03/1985,178 cm,DF
Javi,Moreno,10/09/1974,180 cm,FW
Javi,García,08/02/1987,187 cm,MF
Javier,Margas,10/05/1969,185 cm,DF
Javier,Mascherano,08/06/1984,174 cm,MF
Javier,Hernández,01/06/1988,175 cm,FW
Jay,DeMerit,04/12/1979,185 cm,DF
Jay,Fulton,04/04/1994,178 cm,MF
Jay,Jay Okocha,14/08/1973,175 cm,MF
Jay,Lucas,14/01/1985,186 cm,FW
Jay,Lynch,31/03/1993,188 cm,GK
Jay,McEveley,02/11/1985,186 cm,DF
Jay,O’Shea,10/08/1988,183 cm,MF
Jay,Rodriguez,29/07/1989,185 cm,FW
Jay,Simpson,01/12/1988,180 cm,FW
Jay,Smith,24/09/1981,170 cm,MF
Jay,Spearing,25/11/1988,168 cm,MF
Jay,Stansfield,24/11/2002,187 cm,FW
Jay,Tabb,21/02/1984,170 cm,MF
Jay,Bothroyd,07/05/1982,190 cm,FW
Jayden,Bogle,27/07/2000,178 cm,DF
Jayson,Molumby,06/08/1999,176 cm,MF
Jazz,Richards,12/04/1991,185 cm,MF
Jazz,Richards,12/04/1991,185 cm,DF
Jean,Makoun,29/05/1983,172 cm,MF
Jean,Michaël Seri,19/07/1991,170 cm,MF
Jean,Beausejour,01/06/1984,178 cm,MF
Jean-Alain,Boumsong,14/12/1979,190 cm,DF
Jean-Claude,Darcheville,25/07/1975,172 cm,FW
Jean-Michel,Ferri,07/02/1969,???,MF
Jean-Philippe,Mateta,28/06/1997,192 cm,FW
Jean-Philippe,Gbamin,25/09/1995,186 cm,MF
Jean-Yves,M'voto,06/09/1988,194 cm,DF
Jed,Steer,23/09/1992,183 cm,GK
Jeff,Hendrick,31/01/1992,185 cm,MF
Jeff,Kenna,27/08/1970,181 cm,DF
Jeff,Minton,28/12/1973,168 cm,MF
Jeff,Reine-Adélaïde,17/01/1998,188 cm,MF
Jeff,Smith,28/06/1980,180 cm,MF
Jeff,Whitley,28/01/1979,175 cm,MF
Jeff,Cassar,02/02/1974,188 cm,GK
Jefferson,Montero,01/09/1989,170 cm,MF
Jefferson,Lerma,25/10/1994,179 cm,MF
Jeffrey,Schlupp,23/12/1992,178 cm,DF
Jeffrey,Schlupp,23/12/1992,178 cm,MF
Jeffrey,Bruma,13/11/1991,189 cm,DF
